Year,County_FIPS,County,State,DiagnosedDiabetesPercentage,OverallSVI,Pop2010,OHU2010,NUMGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lalowihalf,lakidshalf,laseniorshalf,lawhitehalf,lablackhalf,laasianhalf,lanhopihalf,laaianhalf,laomultirhalf,lahisphalf,lahunvhalf,lasnaphalf,lapop1,lalowi1,lakids1,laseniors1,lawhite1,lablack1,laasian1,lanhopi1,laaian1,laomultir1,lahisp1,lahunv1,lasnap1,lapop10,lalowi10,lakids10,laseniors10,lawhite10,lablack10,laasian10,lanhopi10,laaian10,laomultir10,lahisp10,lahunv10,lasnap10,lapop20,lalowi20,lakids20,laseniors20,lawhite20,lablack20,laasian20,lanhopi20,laaian20,laomultir20,lahisp20,lahunv20,lasnap20,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
2010,6021.0,Glenn County,California,7.2,0.8739,28122,9800,316.0,2,3,1,1,1,4,108.0,4,5,2,3,2,2,0,1,6594.0,15342.0,5354.0,2458.0,6756.0,2005.0,21313.0,9247.0,5928.0,2878.0,15100.0,178.0,546.0,22.0,475.0,4993.0,8068.0,350.0,745.0,12557.0,4948.0,3305.0,1780.0,9268.0,103.0,179.0,10.0,311.0,2685.0,4542.0,211.0,362.0,1420.0,518.0,309.0,218.0,1042.0,34.0,19.0,2.0,163.0,158.0,262.0,28.0,26.0,180.0,65.0,10.0,20.0,133.0,28.0,2.0,1.0,1.0,16.0,39.0,2.0,3.0,12511.0,7865.0,3737.0,19990.0,231.0,722.0,24.0,619.0,6536.0,10539.0,484.0,1082.0
2010,6023.0,Humboldt County,California,7.8,0.596,134623,56031,5014.0,7,14,5,5,7,19,597.7,9,19,6,16,6,3,0,7,15060.0,43974.0,10221.0,6112.0,17380.0,3939.0,87979.0,34652.0,17917.0,12096.0,72361.0,736.0,1612.0,160.0,5979.0,7136.0,7567.0,2002.0,4004.0,50036.0,19483.0,10328.0,6939.0,40545.0,350.0,644.0,68.0,4676.0,3754.0,3783.0,1035.0,2030.0,4858.0,2183.0,877.0,690.0,3966.0,36.0,45.0,9.0,434.0,369.0,342.0,106.0,181.0,19.0,10.0,1.0,0.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,58132.0,27061.0,17725.0,109920.0,1505.0,2944.0,352.0,7726.0,12176.0,13211.0,4133.0,6681.0
2010,6025.0,Imperial County,California,8.6,1.0,174528,49126,10684.0,9,18,9,12,10,25,824.2,13,22,13,19,10,3,3,13,30789.0,88575.0,21156.0,13347.0,41922.0,8729.0,114703.0,55597.0,33344.0,10766.0,68017.0,4923.0,1948.0,100.0,2493.0,37224.0,88599.0,2107.0,6351.0,50393.0,24907.0,12500.0,4735.0,30748.0,3823.0,880.0,65.0,1853.0,13021.0,33477.0,704.0,2319.0,11817.0,5651.0,1936.0,1532.0,7827.0,1691.0,135.0,13.0,136.0,2016.0,6335.0,134.0,308.0,2173.0,1023.0,409.0,718.0,1735.0,48.0,31.0,0.0,23.0,337.0,704.0,80.0,111.0,81640.0,51098.0,18152.0,102553.0,5773.0,2843.0,165.0,3059.0,60135.0,140271.0,3242.0,9452.0
2010,6027.0,Inyo County,California,6.9,0.6918,18546,8049,433.0,1,1,1,1,1,1,55.3,3,4,2,2,1,2,1,1,5357.0,7711.0,2317.0,1441.0,2025.0,703.0,12753.0,3261.0,2518.0,2575.0,9532.0,88.0,172.0,15.0,1789.0,1158.0,1881.0,228.0,405.0,9801.0,2403.0,1852.0,1954.0,7662.0,76.0,122.0,11.0,1042.0,889.0,1401.0,152.0,314.0,4225.0,1157.0,696.0,824.0,3217.0,24.0,42.0,7.0,596.0,340.0,483.0,90.0,199.0,1185.0,419.0,135.0,233.0,999.0,10.0,14.0,5.0,36.0,121.0,135.0,60.0,93.0,4796.0,3900.0,3535.0,13741.0,109.0,243.0,16.0,2121.0,2316.0,3597.0,552.0,689.0
2010,6029.0,Kern County,California,8.9,0.9803,839631,254610,36757.0,27,86,22,26,29,100,3371.1,57,134,49,124,47,10,2,30,199597.0,469041.0,183864.0,65743.0,195363.0,58791.0,527748.0,219080.0,152609.0,49161.0,332872.0,30140.0,22325.0,769.0,7527.0,134110.0,232599.0,9294.0,24015.0,247603.0,84057.0,63870.0,23792.0,166557.0,16358.0,10461.0,383.0,3132.0,50720.0,89849.0,3407.0,8454.0,31000.0,14645.0,7723.0,3697.0,22007.0,2659.0,705.0,76.0,376.0,5179.0,9574.0,939.0,1711.0,2925.0,1409.0,781.0,406.0,2281.0,186.0,59.0,4.0,64.0,331.0,510.0,170.0,243.0,399140.0,254081.0,75437.0,499766.0,48921.0,34846.0,1252.0,12676.0,242170.0,413033.0,18281.0,45497.0
2010,6031.0,Kings County,California,8.7,0.9812,152982,41233,21580.0,5,15,5,4,4,18,532.5,11,23,11,23,11,0,0,4,50526.0,92991.0,50469.0,10439.0,29829.0,10405.0,105685.0,35183.0,27717.0,7495.0,56716.0,8703.0,3926.0,177.0,1845.0,34319.0,50002.0,1366.0,3953.0,63220.0,15793.0,13958.0,4002.0,32775.0,6693.0,2114.0,106.0,1225.0,20311.0,26748.0,433.0,1644.0,99.0,76.0,24.0,14.0,55.0,0.0,0.0,0.0,2.0,42.0,72.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60987.0,42548.0,12030.0,83027.0,11014.0,5620.0,271.0,2562.0,50488.0,77866.0,2730.0,7223.0
2010,6033.0,Lake County,California,8.5,0.829,64665,26548,1085.0,1,4,1,5,6,10,339.8,2,5,2,5,2,0,0,6,2703.0,10682.0,2623.0,1223.0,5451.0,1178.0,51566.0,21796.0,10657.0,9300.0,41703.0,875.0,542.0,86.0,1704.0,6653.0,8667.0,1224.0,2169.0,37204.0,15174.0,7371.0,6884.0,30515.0,553.0,342.0,58.0,1108.0,4624.0,6123.0,783.0,1339.0,84.0,47.0,9.0,14.0,70.0,1.0,1.0,0.0,0.0,12.0,9.0,1.0,1.0,4.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27973.0,13672.0,11440.0,52033.0,1232.0,724.0,108.0,2049.0,8519.0,11088.0,1781.0,2973.0
2010,6035.0,Lassen County,California,8.3,0.8058,34895,10058,9779.0,3,3,2,3,1,5,145.7,6,6,3,1,1,5,2,3,11130.0,13508.0,5360.0,3246.0,4127.0,1599.0,30590.0,6489.0,5217.0,2904.0,22021.0,2779.0,297.0,97.0,1070.0,4325.0,5540.0,409.0,641.0,26045.0,4933.0,4060.0,2403.0,18338.0,2690.0,222.0,68.0,829.0,3899.0,4928.0,199.0,483.0,9891.0,2929.0,1982.0,1351.0,8015.0,559.0,93.0,36.0,367.0,821.0,1141.0,99.0,286.0,4111.0,1280.0,640.0,521.0,2870.0,526.0,61.0,30.0,155.0,469.0,582.0,16.0,111.0,6484.0,6293.0,3474.0,25532.0,2834.0,356.0,165.0,1234.0,4774.0,6117.0,560.0,783.0
2010,6037.0,Los Angeles County,California,8.1,0.8504,9818605,3241204,171670.0,61,545,61,110,168,1137,37909.4,290,1409,288,1406,287,3,1,169,641326.0,3616489.0,638136.0,142665.0,1122379.0,141582.0,3696268.0,1139072.0,911988.0,431862.0,1974548.0,339900.0,482165.0,9134.0,25106.0,865398.0,1603133.0,70754.0,87161.0,709957.0,156819.0,170161.0,89691.0,436051.0,59403.0,87969.0,1385.0,4261.0,120887.0,219855.0,7481.0,10667.0,3798.0,1293.0,808.0,470.0,3068.0,164.0,74.0,3.0,59.0,431.0,795.0,27.0,128.0,600.0,209.0,126.0,72.0,477.0,9.0,16.0,0.0,15.0,84.0,156.0,0.0,16.0,3651509.0,2402208.0,1065699.0,4936599.0,856874.0,1346865.0,26094.0,72828.0,2579345.0,4687889.0,298364.0,290880.0
2010,6039.0,Madera County,California,9.6,0.9621,150865,43317,8624.0,3,7,3,3,3,14,475.5,5,9,5,9,5,0,0,3,21866.0,46173.0,21272.0,8175.0,20844.0,7970.0,117057.0,48427.0,31690.0,14463.0,76886.0,4756.0,2268.0,126.0,2997.0,30024.0,56043.0,1470.0,4946.0,84197.0,31784.0,20920.0,10954.0,57750.0,3812.0,1551.0,88.0,2119.0,18878.0,35403.0,946.0,3196.0,594.0,205.0,141.0,78.0,374.0,14.0,29.0,0.0,11.0,165.0,254.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65350.0,42849.0,17262.0,94456.0,5629.0,2802.0,162.0,4136.0,43680.0,80992.0,2675.0,7894.0
2010,6041.0,Marin County,California,5.1,0.2891,252409,103210,9044.0,0,1,0,0,4,5,401.5,15,44,14,43,14,1,0,4,30005.0,111892.0,29362.0,2943.0,12689.0,2808.0,127637.0,15541.0,25845.0,22597.0,105756.0,3935.0,6752.0,211.0,675.0,10303.0,13798.0,1847.0,1066.0,42190.0,5197.0,8417.0,8407.0,36723.0,444.0,1833.0,62.0,165.0,2964.0,4145.0,380.0,347.0,643.0,135.0,81.0,133.0,588.0,1.0,9.0,0.0,6.0,39.0,56.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44229.0,52214.0,42192.0,201963.0,6987.0,13761.0,509.0,1523.0,27666.0,39069.0,5130.0,3129.0
2010,6043.0,Mariposa County,California,7.3,0.4444,18251,7693,725.0,0,0,0,0,0,4,84.8,0,0,0,0,0,0,0,0,1473.0,1473.0,0.0,477.0,477.0,0.0,17266.0,5908.0,3051.0,3693.0,15289.0,126.0,183.0,25.0,482.0,1162.0,1563.0,235.0,756.0,16102.0,5492.0,2872.0,3440.0,14297.0,112.0,154.0,23.0,446.0,1069.0,1456.0,168.0,699.0,1473.0,477.0,244.0,291.0,1342.0,7.0,23.0,0.0,25.0,75.0,114.0,41.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5927.0,3242.0,3821.0,16103.0,138.0,204.0,26.0,527.0,1253.0,1676.0,248.0,819.0
2010,6045.0,Mendocino County,California,6.0,0.815,87841,34945,2044.0,6,10,3,3,3,13,369.7,6,11,3,8,3,3,0,3,12722.0,21846.0,9423.0,5202.0,8835.0,3712.0,58858.0,22870.0,11896.0,9766.0,46342.0,370.0,905.0,66.0,3188.0,7990.0,10709.0,972.0,2442.0,44832.0,17338.0,8698.0,7494.0,36054.0,270.0,465.0,44.0,2457.0,5542.0,7270.0,697.0,1852.0,3428.0,1536.0,645.0,455.0,2763.0,46.0,33.0,2.0,113.0,469.0,539.0,44.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35558.0,19461.0,13493.0,67218.0,622.0,1450.0,119.0,4277.0,14155.0,19505.0,2138.0,3905.0
2010,6047.0,Merced County,California,8.5,0.9828,255793,75642,4896.0,13,25,12,6,7,41,1153.5,17,31,15,29,15,2,0,7,48443.0,124410.0,46954.0,19728.0,56482.0,19074.0,164751.0,74716.0,51465.0,15413.0,99680.0,5669.0,12250.0,355.0,1948.0,44849.0,85723.0,2515.0,7914.0,83871.0,36043.0,25011.0,8257.0,54366.0,2393.0,5494.0,161.0,841.0,20613.0,39773.0,1089.0,3365.0,1489.0,654.0,444.0,176.0,997.0,16.0,27.0,1.0,15.0,436.0,719.0,24.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130470.0,80698.0,23960.0,148381.0,9926.0,18836.0,583.0,3473.0,74594.0,140485.0,5801.0,15683.0
2010,6049.0,Modoc County,California,7.2,0.8711,9686,4064,357.0,2,3,2,2,0,3,59.8,3,4,2,1,0,3,2,2,3927.0,5485.0,1688.0,1664.0,2407.0,705.0,8167.0,3580.0,1750.0,1681.0,6766.0,76.0,47.0,17.0,334.0,928.0,1180.0,85.0,261.0,6607.0,2837.0,1364.0,1411.0,5439.0,64.0,31.0,10.0,286.0,777.0,968.0,35.0,158.0,3486.0,1449.0,654.0,818.0,2962.0,12.0,8.0,1.0,163.0,340.0,386.0,15.0,73.0,1247.0,490.0,227.0,283.0,1034.0,7.0,1.0,0.0,100.0,104.0,131.0,7.0,29.0,3898.0,2124.0,1905.0,8084.0,82.0,78.0,21.0,370.0,1051.0,1342.0,146.0,346.0
2010,6051.0,Mono County,California,6.5,0.3808,14202,5768,222.0,0,0,0,0,0,0,36.7,3,3,2,1,1,2,1,1,8109.0,10328.0,5304.0,2448.0,3138.0,1543.0,10582.0,3194.0,2116.0,1248.0,9052.0,34.0,134.0,11.0,278.0,1073.0,2022.0,108.0,198.0,8363.0,2504.0,1656.0,1118.0,7262.0,28.0,106.0,9.0,261.0,696.0,1254.0,85.0,171.0,5711.0,1661.0,1217.0,814.0,4829.0,18.0,59.0,5.0,245.0,555.0,959.0,68.0,129.0,2906.0,756.0,660.0,471.0,2353.0,14.0,19.0,1.0,216.0,303.0,602.0,49.0,64.0,4034.0,2979.0,1377.0,11697.0,47.0,192.0,11.0,302.0,1953.0,3762.0,127.0,203.0
2010,6053.0,Monterey County,California,7.2,0.8975,415057,125946,18702.0,3,17,2,1,4,36,1197.2,21,60,19,57,18,3,1,5,69025.0,168829.0,64102.0,21087.0,54721.0,19221.0,216924.0,67785.0,53848.0,25848.0,131273.0,8417.0,14014.0,1160.0,2466.0,59596.0,99183.0,2241.0,3909.0,105908.0,29545.0,23668.0,13737.0,71601.0,4778.0,5162.0,498.0,1133.0,22738.0,38136.0,817.0,1589.0,5822.0,2121.0,1191.0,701.0,4539.0,100.0,92.0,10.0,71.0,1011.0,1625.0,35.0,112.0,884.0,244.0,126.0,130.0,776.0,4.0,8.0,1.0,4.0,92.0,212.0,3.0,12.0,156606.0,111013.0,44422.0,230717.0,12785.0,25258.0,2071.0,5464.0,138762.0,230003.0,5984.0,8959.0
2010,6055.0,Napa County,California,6.2,0.6425,136484,48876,4918.0,0,6,0,1,3,8,363.7,8,27,7,26,7,1,0,3,16494.0,58936.0,15540.0,3590.0,14701.0,3445.0,82319.0,18586.0,17816.0,14180.0,61072.0,1821.0,6346.0,221.0,608.0,12250.0,20622.0,1281.0,1267.0,35179.0,6712.0,6668.0,7699.0,28143.0,600.0,2328.0,74.0,241.0,3793.0,6175.0,446.0,415.0,954.0,145.0,193.0,110.0,855.0,8.0,7.0,0.0,11.0,72.0,108.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32363.0,31486.0,20594.0,97525.0,2668.0,9223.0,372.0,1058.0,25638.0,44010.0,2454.0,2225.0
2010,6057.0,Nevada County,California,5.3,0.1843,98764,41527,1175.0,6,6,6,2,2,7,232.4,10,10,10,10,10,0,0,2,34333.0,44744.0,33824.0,8505.0,11843.0,8422.0,85167.0,21637.0,16248.0,16165.0,78245.0,335.0,996.0,98.0,841.0,4654.0,6665.0,849.0,1788.0,71901.0,17836.0,13810.0,12880.0,66061.0,297.0,814.0,81.0,718.0,3929.0,5589.0,576.0,1381.0,523.0,85.0,68.0,72.0,486.0,2.0,0.0,1.0,10.0,24.0,20.0,9.0,11.0,14.0,2.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27064.0,19106.0,19174.0,90233.0,389.0,1187.0,110.0,1044.0,5801.0,8439.0,1689.0,2542.0
2010,6059.0,Orange County,California,7.3,0.5349,3010232,992781,39236.0,6,74,6,14,33,135,6294.1,115,446,115,446,115,0,0,33,261045.0,1326140.0,261045.0,33757.0,284878.0,33757.0,1333228.0,285793.0,317625.0,169773.0,885760.0,20628.0,224192.0,3709.0,7078.0,191858.0,341649.0,16649.0,21909.0,266048.0,34433.0,64586.0,35304.0,197302.0,3513.0,40509.0,477.0,956.0,23279.0,40483.0,2600.0,2519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842554.0,736659.0,349677.0,1830758.0,50744.0,537804.0,9354.0,18132.0,563440.0,1012973.0,45380.0,66052.0
2010,6061.0,Placer County,California,6.5,0.1977,348432,132627,3807.0,4,5,4,4,6,7,753.0,40,62,39,61,39,1,0,6,111251.0,218518.0,110037.0,17792.0,40106.0,17429.0,256259.0,48618.0,61039.0,42953.0,216402.0,3260.0,14325.0,545.0,2299.0,19426.0,29382.0,3331.0,3608.0,146341.0,25595.0,33666.0,26431.0,125618.0,1757.0,8314.0,239.0,1263.0,9157.0,13534.0,1546.0,1752.0,1231.0,369.0,223.0,184.0,1163.0,1.0,11.0,1.0,11.0,44.0,40.0,23.0,17.0,17.0,6.0,4.0,1.0,13.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,70175.0,85085.0,53562.0,290977.0,4751.0,20435.0,778.0,3011.0,28480.0,44710.0,5405.0,5799.0
2010,6063.0,Plumas County,California,6.9,0.3378,20007,8977,277.0,0,0,0,0,0,3,68.4,1,1,0,0,0,1,0,0,1261.0,1261.0,0.0,215.0,215.0,0.0,14671.0,3845.0,2434.0,3304.0,13197.0,109.0,98.0,14.0,402.0,852.0,1007.0,276.0,521.0,11214.0,2576.0,1698.0,2792.0,10178.0,63.0,70.0,10.0,291.0,602.0,731.0,163.0,379.0,1261.0,215.0,189.0,277.0,1167.0,2.0,10.0,0.0,19.0,61.0,78.0,9.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5490.0,3601.0,4154.0,17797.0,192.0,134.0,18.0,539.0,1327.0,1605.0,453.0,688.0
2010,6065.0,Riverside County,California,9.3,0.843,2189641,686260,35829.0,61,165,60,29,39,210,6999.5,198,379,195,376,195,3,0,39,536040.0,1335012.0,525730.0,152527.0,429422.0,151465.0,1528854.0,501681.0,425833.0,191392.0,959110.0,94651.0,93311.0,4623.0,16548.0,360607.0,649004.0,17820.0,42983.0,694213.0,210598.0,188314.0,91532.0,450077.0,41304.0,41293.0,1829.0,8202.0,151521.0,272441.0,6788.0,17413.0,10619.0,1245.0,525.0,1112.0,7732.0,2018.0,108.0,9.0,118.0,634.0,4739.0,30.0,113.0,309.0,183.0,62.0,68.0,219.0,1.0,3.0,0.0,7.0,78.0,87.0,1.0,15.0,820194.0,620108.0,258586.0,1335147.0,140543.0,130468.0,6874.0,23710.0,552899.0,995257.0,30713.0,69908.0
